region,year,population,industry_production,export,price_indexes,unemployment,grp,investments,fixed_assets
Republic of Dagestan ,2004,2652.7,10766.0,49.900000000000006,109.69999999999999,27.2,80712.4,16652.675873773125,256898
Republic of Dagestan ,2005,2692.6,17637.0,123.9,110.38,22.1,90442.6,26966.0,312331
Republic of Dagestan ,2006,2735.8,19298.0,61.7,111.84,22.1,124153.5,39584.22139070561,339844
Republic of Dagestan ,2007,2788.6,24177.0,112.69999999999999,119.78,20.2,156928.8,60712.69045863177,431688.0
Republic of Dagestan ,2008,2826.5,27533.0,282.8,112.28,13.2,216277.2,86938.0,525036.0
Republic of Dagestan ,2009,2868.8,33462.0,60.5,113.04,13.2,257832.7,102189.0,610455.0
Republic of Dagestan ,2010,2914.2,33194.0,81.0,109.58,14.8,274354.2,120653.0,702603.0
Republic of Dagestan ,2011,2930.5,41778.0,78.6,101.52000000000001,12.7,330322.8,137114.0,821966.0
Republic of Dagestan ,2012,2946.0,43107.0,75.6,104.82,11.7,374710.3,152733.0,877939.0
Republic of Dagestan ,2013,2963.9,47894.0,42.2,105.18,11.6,452882.2,179065.0,985711.0
Republic of Dagestan ,2014,2990.4,44004,51.2,104.97999999999999,10.2,528131.3,202245,1213120
Republic of Dagestan ,2015,3015.7,40997,55.400000000000006,110.57999999999998,10.8,569297.3,197572,1355843
Republic of Dagestan ,2016,3041.9,54361.0,47.3,103.86,10.9,617587.6,199555.683,1570561
Republic of Dagestan ,2017,3063.9,67421.0,55.3517449,103.56,12.0,639513.2999999999,187346.635,1627996
Republic of Dagestan ,2018,3086.1,74800.0,64.2,102.62,11.6,676060.8,200007.493,1762966
Republic of Dagestan ,2019,3110.8,73638.0,62.800000000000004,101.76,13.0,713723.6,229489.316,1825758
Republic of Dagestan ,2020,3133.3,62719.0,56.3,105.44,15.7,748177.3,273438.132,2033594
Republic of Dagestan ,2021,3153.8,70378.0,68.1,110.47999999999999,15.1,777330.443809524,251368.073,1679049
Republican Ingushetia ,2000,445.4,895.0,72.6,127.08000000000001,30.3,2618.5,952.0,5739
Republican Ingushetia ,2001,455.5,1028.0,83.4,98.56,33.4,3604.3,1548.0919999999999,7313
Republican Ingushetia ,2002,468.8,896.0,18.7,138.78,43.7,3582.1,699.613161037192,9425
Republican Ingushetia ,2003,451.9,880.0,0.0,91.7,55.8,4756.6,849.1249058134947,13783
Republican Ingushetia ,2004,433.7,948.0,599.6,132.04000000000002,43.5,6210.4,1015.1799402441692,17310
Republican Ingushetia ,2005,417.4,1059.0,497.5,107.28,63.1,7419.3,3431.0,24538
Republican Ingushetia ,2006,406.7,1239.0,239.0,121.23999999999998,57.8,9033.5,3369.674726015265,25310
Republican Ingushetia ,2007,406.6,1145.0,41.0,97.97999999999999,46.6,16812.4,7677.947538588756,40475.0
Republican Ingushetia ,2008,409.2,1265.0,32.7,97.94,53.3,19172.9,3951.0,38864.0
Republican Ingushetia ,2009,411.7,1502.0,5.3999999999999995,121.66,53.2,18953.3,6523.0,40638.0
Republican Ingushetia ,2010,414.5,2175.0,0.0,115.75999999999999,49.7,19929.1,7452.0,45758.0
Republican Ingushetia ,2011,430.5,3447.0,0.1,116.57999999999998,48.1,26858.9,6100.0,40918.0
Republican Ingushetia ,2012,442.3,4987.0,0.4,101.9,47.7,37413.9,14777.0,49517.0
Republican Ingushetia ,2013,453.0,6012.0,1.4000000000000001,102.34,43.7,45766.7,19155.0,65741.0
Republican Ingushetia ,2014,463.9,5580,0.0,104.62,29.8,51908.2,16199,73001
Republican Ingushetia ,2015,472.8,6799,0.30000000000000004,109.1,30.5,50091.0,19759,88438
Republican Ingushetia ,2016,480.5,7641.0,1.2,104.52,30.2,58141.5,20631.805,101859
Republican Ingushetia ,2017,488.0,5160.0,3.6663037,110.24000000000001,26.4,60855.8,21197.713,119375
Republican Ingushetia ,2018,497.4,5200.0,0.6000000000000001,104.72,26.3,67468.2,22358.957,138700
Republican Ingushetia ,2019,507.1,5440.0,4.2,101.42,26.4,73791.6,24158.307,174926
Republican Ingushetia ,2020,515.5,4508.0,4.2,100.52,29.8,72708.6,20353.802,192951
Republican Ingushetia ,2021,524.1,6128.0,6.2,113.7,30.9,75062.6709523809,20435.455,217247
Kabardino-Balkarian Republic ,2000,886.7,6033.0,9.0,127.72,16.9,14081.3,2404.0,51765
Kabardino-Balkarian Republic ,2001,894.3,8564.0,4.6,113.97999999999999,17,19443.3,3496.5557999999996,54237
Kabardino-Balkarian Republic ,2002,901.1,8700.0,6.7,113.02000000000001,19.1,22774.5,4659.23322054494,68057
Kabardino-Balkarian Republic ,2003,889.6,9116.0,12.1,112.2,22.8,25997.4,5497.689476321498,79410
Kabardino-Balkarian Republic ,2004,877.3,10451.0,15.9,109.34,24.9,29052.9,5509.284889137215,80069
Kabardino-Balkarian Republic ,2005,866.2,12038.4,47.4,112.96,23.9,36833.4,5830.0,85088
Kabardino-Balkarian Republic ,2006,858.5,13371.3,25.4,113.04,20.8,43309.7,6442.9598376479,90672
Kabardino-Balkarian Republic ,2007,857.3,15951.0,22.799999999999997,109.74000000000001,18.0,48908.7,12787.546776448982,105499.0
Kabardino-Balkarian Republic ,2008,858.1,21834.0,16.4,108.78,17.8,58093.4,15889.0,120959.0
Kabardino-Balkarian Republic ,2009,859.6,24937.0,8.5,112.19999999999999,14.6,65660.1,17514.0,135976.0
Kabardino-Balkarian Republic ,2010,859.8,30787.0,16.6,116.02,12.7,77086.4,20958.0,158744.0
Kabardino-Balkarian Republic ,2011,859.0,38040.0,20.2,109.88000000000001,10.5,90594.5,20855.0,185443.0
Kabardino-Balkarian Republic ,2012,858.9,42537.0,29.299999999999997,105.08,8.9,106711.2,25652.0,202099.0
Kabardino-Balkarian Republic ,2013,858.4,31634.0,23.6,103.9,10.5,110971.5,22071.0,217265.0
Kabardino-Balkarian Republic ,2014,860.7,37261,27.0,104.96000000000001,9.5,116886.0,22148,223801
Kabardino-Balkarian Republic ,2015,862.2,45898,23.0,115.66000000000001,10.1,120528.79999999999,28328,240069
Kabardino-Balkarian Republic ,2016,864.4,41758.0,25.599999999999998,106.94,10.3,152970.8,36235.378,253447
Kabardino-Balkarian Republic ,2017,865.8,37888.0,25.049076399999997,96.74000000000001,10.4,155221.80000000002,34827.087,272146
Kabardino-Balkarian Republic ,2018,866.2,42204.0,35.6,101.94,10.4,161577.5,35471.724,305327
Kabardino-Balkarian Republic ,2019,868.4,44865.0,63.5,105.62,10.7,171544.7,42287.082,528349
Kabardino-Balkarian Republic ,2020,869.2,56851.0,31.9,103.9,14.8,183027.5,49060.3,536039
Kabardino-Balkarian Republic ,2021,870.5,56183.0,21.5,109.7,11.7,183937.172380952,51063.038,571048
Karachay-Cherkess Republic ,2000,440.6,2834.0,5.1,122.94,21.5,5461.5,637.0,33788
Karachay-Cherkess Republic ,2001,439.8,3985.0,4.3999999999999995,115.24,18.9,7324.8,1748.757,41419
Karachay-Cherkess Republic ,2002,438.9,4853.0,4.8999999999999995,115.18,12.1,10234.5,2200.074358176678,42799
Karachay-Cherkess Republic ,2003,444.4,6562.0,7.9,110.54,18.3,11481.1,2493.5066296790756,58170
Karachay-Cherkess Republic ,2004,450.2,7345.0,9.1,112.46000000000001,17.2,13127.2,3054.2895038295974,60474
Karachay-Cherkess Republic ,2005,454.5,11350.0,17.3,124.16000000000001,13.8,16724.3,6242.0,64592
Karachay-Cherkess Republic ,2006,461.6,11427.0,30.7,114.44,19.2,23260.1,7987.928302016727,68159
Karachay-Cherkess Republic ,2007,466.4,13167.0,39.400000000000006,119.34,18.1,27469.7,9082.095474996795,91481.0
Karachay-Cherkess Republic ,2008,470.1,16487.0,36.5,114.74000000000001,15.9,35714.2,11001.0,101153.0
Karachay-Cherkess Republic ,2009,473.8,16945.0,32.6,107.75999999999999,12.0,38584.1,10145.0,112083.0
Karachay-Cherkess Republic ,2010,477.4,24043.0,34.9,112.36,10.3,43651.5,9140.0,116719.0
Karachay-Cherkess Republic ,2011,474.7,30271.0,30.4,109.41999999999999,9.8,49252.1,13610.0,126319.0
Karachay-Cherkess Republic ,2012,471.9,41451.0,50.3,105.30000000000001,8.9,58712.1,18076.0,142438.0
Karachay-Cherkess Republic ,2013,469.9,45622.0,49.900000000000006,104.64,9.8,66106.6,21554.0,158477.0
Karachay-Cherkess Republic ,2014,469.0,37295,33.8,108.72,13,65326.6,22184,166250
Karachay-Cherkess Republic ,2015,467.8,36457,15.4,109.62,15.1,67482.7,19648,189172
Karachay-Cherkess Republic ,2016,466.4,38557.0,16.1,106.96000000000001,14.4,78521.1,20554.804,198664
Karachay-Cherkess Republic ,2017,466.3,47997.0,16.501612700000003,101.78,13.5,82765.6,21032.291,210594
Karachay-Cherkess Republic ,2018,465.6,44613.0,21.6,102.44,12.0,85737.9,22686.265,226477
Karachay-Cherkess Republic ,2019,465.5,39855.0,49.900000000000006,102.22,11.7,91430.0,23828.007,375261
Karachay-Cherkess Republic ,2020,465.4,41936.0,15.200000000000001,105.62,14.7,96566.1,22732.312,424243
Karachay-Cherkess Republic ,2021,464.2,47061.0,16.1,107.5,12.3,100111.239047619,28082.525,452803
Republic of North Ossetia - Alania ,2000,704.4,4466.0,67.1,119.0,28.5,8363.2,1656.0,46347
Republic of North Ossetia - Alania ,2001,709.6,7265.0,68.1,124.28,16.7,12665.3,2265.5969999999998,54197
Republic of North Ossetia - Alania ,2002,709.7,9132.0,90.5,108.36,12.6,15997.5,2891.9488476360148,65384
Republic of North Ossetia - Alania ,2003,707.7,11446.0,47.099999999999994,106.3,10,18925.2,3600.8134998915984,86484
Republic of North Ossetia - Alania ,2004,706.4,14373.0,39.3,117.24,11.2,24268,3882.958412338555,91942
Republic of North Ossetia - Alania ,2005,706.9,16773.0,63.5,104.68,8.8,31182.2,5959.0,96529
Republic of North Ossetia - Alania ,2006,708.8,21185.0,113.30000000000001,115.48,8.3,43341.2,6912.362490327331,98675
Republic of North Ossetia - Alania ,2007,711.5,25905.0,131.6,110.96,9.8,52804.8,14644.409731149974,113037.0
Republic of North Ossetia - Alania ,2008,711.7,21451.0,97.1,117.17999999999999,9.8,57707.4,17032.0,119133.0
Republic of North Ossetia - Alania ,2009,711.7,18400.0,87.10000000000001,103.78,10.4,64081.4,13927.0,151730.0
Republic of North Ossetia - Alania ,2010,712.5,19263.0,71.7,108.0,9.7,75327.4,16204.0,171315.0
Republic of North Ossetia - Alania ,2011,709.0,22977.0,69.6,101.34,8.3,85876.7,19927.0,182119.0
Republic of North Ossetia - Alania ,2012,706.1,22477.0,54.5,106.88,7.9,97448.8,21851.0,187258.0
Republic of North Ossetia - Alania ,2013,704.0,24146.0,45.4,102.68,8.1,118637.5,28808.0,197435.0
Republic of North Ossetia - Alania ,2014,705.2,24664,48.1,110.25999999999999,8.6,125960.5,31001,204596
Republic of North Ossetia - Alania ,2015,703.7,28806,48.3,112.28,9.3,126051.2,25457,232170
Republic of North Ossetia - Alania ,2016,703.3,25821.0,59.0,103.84,9.9,148810.1,25533.112,247890
Republic of North Ossetia - Alania ,2017,701.8,36488.0,64.18301369999999,109.97999999999999,11.8,152526.4,27238.706,271077
Republic of North Ossetia - Alania ,2018,699.3,28670.0,96.5,104.06,10.3,161092.7,31434.687,280203
Republic of North Ossetia - Alania ,2019,696.9,28873.0,71.1,100.76,12.1,173459.4,33887.177,315379
Republic of North Ossetia - Alania ,2020,693.1,40898.0,124.19999999999999,102.94,15.4,186122.2,31172.07,361116
Republic of North Ossetia - Alania ,2021,688.1,43573.0,122.8,103.44,13.4,187243.641428571,34553.574,409405
Chechen Republic ,2000,996.5,0.0,0.0,0.0,…,…,971.0,…
Chechen Republic ,2001,1072.9,0.0,81.7,0.0,…,…,3330.6,…
Chechen Republic ,2002,1105.4,0.0,11.9,0.0,…,…,4859.853,…
Chechen Republic ,2003,1116.9,0.0,0.0,0.0,…,…,4252.13,…
Chechen Republic ,2004,1133.2,0.0,0.0,44.120000000000005,…,…,6851.54,…
Chechen Republic ,2005,1152.3,0.0,0.0,129.44,…,22898.9,13184.0,…
Chechen Republic ,2006,1172.0,0.0,0.0,111.0,67.7,32344.4,22615.450960636284,… 
Chechen Republic ,2007,1196.9,8478.0,0.1,106.24000000000001,52.5,48056.1,41317.86530773632,185769.0
Chechen Republic ,2008,1224.4,9060.0,1.2,91.88,36.0,66273.8,50380.0,189968.0
Chechen Republic ,2009,1249.9,8949.0,0.2,172.1,35.0,64308.3,41508.0,207814.0
Chechen Republic ,2010,1275.1,13039.0,0.1,123.74,43.3,70694.9,50369.0,231128.0
Chechen Republic ,2011,1302.2,10636.0,0.8,111.56,37.3,86623.0,51632.0,300776.0
Chechen Republic ,2012,1324.8,12659.0,0.1,107.3,29.8,102289.1,54400.0,330596.0
Chechen Republic ,2013,1346.4,19148.0,0.4,103.38,26.9,122402.8,44623.0,404275.0
Chechen Republic ,2014,1370.3,23778,0.2,103.18,21.5,148942.1,57448,413687
Chechen Republic ,2015,1394.2,28800,1.8,109.16,17.1,154401.4,58844,425937
Chechen Republic ,2016,1414.9,28980.0,1.0,104.22,15.8,201634.80000000002,60542.672,468184
Chechen Republic ,2017,1437.0,31566.0,1.8509514,110.4,14.0,215975.9,64387.154,538579
Chechen Republic ,2018,1457.0,32879.0,3.7,104.34,13.7,223853.7,74367.802,600232
Chechen Republic ,2019,1478.7,39243.0,59.6,101.92,13.5,241643.4,79776.629,864942
Chechen Republic ,2020,1498.0,45824.0,12.899999999999999,108.6,18.5,254553.3,76462.809,870746
Chechen Republic ,2021,1516.4,47266.0,23.1,106.63999999999999,14.5,…,84279.176,883885
Stavropol region ,2000,2740.9,28416.0,271.6,141.66,13.9,53732.4,15865.0,224177
Stavropol region ,2001,2736.2,37634.0,292.20000000000005,121.12,9.7,67860.4,16621.589,278268
Stavropol region ,2002,2732.5,41718.0,242.5,110.98,9.7,80534.5,19549.112249408747,322143
Stavropol region ,2003,2739.1,54118.0,344.6,118.36000000000001,10.5,101382.6,22174.847847273042,373545
Stavropol region ,2004,2741.1,62978.0,415.3,118.64,9.4,122235.4,24681.386293007075,395390
Stavropol region ,2005,2746.9,92457.0,641.2,109.66,6.9,146569.3,31706.0,470489
Stavropol region ,2006,2747.1,99252.0,689.7,108.12,8.8,181675.1,42037.58548503922,516863
Stavropol region ,2007,2759.7,115514.0,922.6,112.5,6.5,222239.6,53665.07182428808,605249.0
Stavropol region ,2008,2767.6,153771.0,1184.4,115.46000000000001,7.9,274992.0,75051.0,729569.0
Stavropol region ,2009,2777.7,162540.0,909.8000000000001,106.47999999999999,8.7,277251.0,75279.0,799315.0
Stavropol region ,2010,2785.5,194488.0,782.6,111.66,6.9,330790.8,88635.0,891050.0
Stavropol region ,2011,2787.0,228252.0,1108.6,107.96000000000001,6.0,396791.6,98265.0,980437.0
Stavropol region ,2012,2790.8,233034.0,1083.4,107.92,5.4,431753.4,115318.0,1143797.0
Stavropol region ,2013,2794.5,250686.0,1116.9,104.18,5.6,480905.3,130632.0,1244057.0
Stavropol region ,2014,2799.5,269523,1126.2,107.34,5.3,540796.8,143061,1306635
Stavropol region ,2015,2801.6,337074,964.2,113.16000000000001,5.6,621198.3,126250,1500424
Stavropol region ,2016,2804.4,355220.0,831.7,105.24000000000001,5.7,712594.5,122948.795,1675215
Stavropol region ,2017,2800.7,365905.0,1000.1810456,96.96000000000001,5.2,735609.5,140061.938,1777107
Stavropol region ,2018,2795.2,402965.0,1072.8,111.88,5.0,784045.7,158229.87,1906159
Stavropol region ,2019,2803.6,392468.0,1225.3,98.0,4.8,829223.9,196247.464,3086148
Stavropol region ,2020,2792.8,427606.0,1058.5,105.34,6.2,863173.2,232377.07,3226638
Stavropol region ,2021,2780.2,562974.0,1510.8999999999999,117.64000000000001,5.3,872757.932857143,254163.851,3637184
Republic of Bashkortostan ,2000,4115.2,141792.0,2668.6,142.42000000000002,11.6,145125,35497.0,432691
Republic of Bashkortostan ,2001,4108.3,157059.0,2226.8,102.10000000000001,10.7,166974.8,47038.661,511544
Republic of Bashkortostan ,2002,4102.3,162598.0,2389.6,118.30000000000001,8.3,187842.2,47027.940631643905,581436
Republic of Bashkortostan ,2003,4094.2,197163.0,2755.5,105.46,8.2,242920.5,54777.49766214517,672147
Republic of Bashkortostan ,2004,4081.3,358657.0,3808.7,128.76,7.2,310845.1,67420.929120467,721830
Republic of Bashkortostan ,2005,4066.3,468554.0,6455.6,113.36000000000001,7,381646.5,84471.0,868425
Republic of Bashkortostan ,2006,4053.4,551748.0,7656.1,112.26,6.5,505205.8,107751.10288823418,974675
Republic of Bashkortostan ,2007,4054.8,596357.0,6665.6,127.0,6.5,590054.1,160345.40067264324,1153973.0
Republic of Bashkortostan ,2008,4059.4,710090.0,8202.5,84.98000000000002,5.2,743133.4,203657.0,1326927.0
Republic of Bashkortostan ,2009,4068.5,611159.0,4736.0,125.52000000000001,9.2,647911.7,148142.0,1485177.0
Republic of Bashkortostan ,2010,4072.1,834259.0,9359.2,118.78,8.9,759203.3,153625.0,1604725.0
Republic of Bashkortostan ,2011,4064.3,1029736.0,10842.699999999999,108.74,7.6,941023.6,188506.0,1703359.0
Republic of Bashkortostan ,2012,4060.9,1146048.0,13108.2,104.64,6.1,1149384.6,233683.0,1799031.0
Republic of Bashkortostan ,2013,4069.7,1205816.0,14625.5,106.78,5.8,1163219.0,266396.0,2105770.0
Republic of Bashkortostan ,2014,4072.0,1172880,13854.3,106.88,5.3,1260010.4,283545,2306755
Republic of Bashkortostan ,2015,4071.1,1287386,7518.2,111.08000000000001,6.1,1316598.3,317764,2519215
Republic of Bashkortostan ,2016,4067.0,1302394.0,5712.400000000001,104.12,5.8,1421517.6,355109.264,2868186
Republic of Bashkortostan ,2017,4063.3,1462488.0,4270.9262547,105.68,5.6,1487892.2,278591.607,3121321
Republic of Bashkortostan ,2018,4051.0,1714060.0,4464.7,108.5,4.9,1739362.9,267929.064,3380216
Republic of Bashkortostan ,2019,4038.1,1797610.0,4256.9,96.30000000000001,4.4,1803321.7,337710.768,6522045
Republic of Bashkortostan ,2020,4013.8,1582718.0,3152.4,105.17999999999999,5.9,1711684.7,380766.235,6698420
Republic of Bashkortostan ,2021,4001.6,2113845.0,3716.7,116.2,4.3,1870748.56190476,419336.844,7139522
Republic of Mari El ,2000,739.1,8585.0,32.6,127.34,11.9,11207.6,1706.0,102150
Republic of Mari El ,2001,732.8,10631.0,33.0,121.14,9.3,15087.8,1944.7157,88632
Republic of Mari El ,2002,726.7,12235.0,35.0,111.60000000000001,13.6,17815.3,2938.347681942184,88400
Republic of Mari El ,2003,722.7,16817.0,83.4,110.54,11.5,22987.3,4360.34426488629,103379
Republic of Mari El ,2004,718.3,22892.0,64.7,110.82,9.4,30085.6,5885.501766148677,112068
Republic of Mari El ,2005,713.4,25811.7,54.0,105.48,10,33350.7,7722.0,133723
Republic of Mari El ,2006,708.6,35352.0,70.4,107.34,10.0,43663.7,10691.749538207341,141867
Republic of Mari El ,2007,704.9,47092.0,257.2,112.69999999999999,9.0,55069.2,17204.010414547764,170447.0
Republic of Mari El ,2008,701.6,57047.0,318.6,114.44,9.1,65765.3,21408.0,193250.0
Republic of Mari El ,2009,699.4,54320.0,250.39999999999998,102.5,11.5,69271.5,16576.0,204323.0
Republic of Mari El ,2010,695.5,71498.0,407.8,113.35999999999999,10.5,82374.4,22304.0,225000.0
Republic of Mari El ,2011,692.4,83134.0,350.0,109.24000000000001,10.1,97323.3,26861.0,264186.0
Republic of Mari El ,2012,690.3,95887.0,661.6,103.53999999999999,6.5,117201.1,31656.0,286499.0
Republic of Mari El ,2013,688.7,88842.0,470.70000000000005,104.52000000000001,5.2,125950.2,46178.0,314647.0
Republic of Mari El ,2014,687.4,116206,230.1,108.48,4.8,143396.1,47228,330932
Republic of Mari El ,2015,685.9,150891,411.3,111.05999999999999,5.3,171689.5,40332,358656
Republic of Mari El ,2016,684.7,146073.0,220.9,105.58000000000001,6.0,170890.5,27265.485,404552
Republic of Mari El ,2017,682.3,168959.0,338.7974954,101.17999999999999,6.1,178193.2,24029.203,418477
Republic of Mari El ,2018,680.4,175444.0,467.5,110.91999999999999,5.0,192690.3,27321.044,470091
Republic of Mari El ,2019,679.4,180167.0,347.1,101.6,4.6,203282.1,27500.514,929979
Republic of Mari El ,2020,675.3,166697.0,168.2,106.35999999999999,6.8,196982.9,35784.059,933112
Republic of Mari El ,2021,671.5,197799.0,324.6,113.86,5.3,216146.015238096,35546.235,1068946
Republic of Mordovia ,2000,908.2,14977.0,19.7,137.36,10.6,17553.4,3066.0,82806
Republic of Mordovia ,2001,897.1,18499.0,31.7,117.9,10.1,22089.5,5299.168,105478
Republic of Mordovia ,2002,886.1,21317.0,37.400000000000006,114.53999999999999,9.4,27508,7456.301860398239,127103
Republic of Mordovia ,2003,878.3,28629.0,32.0,115.47999999999999,7.8,33244,8811.271866028661,157478
Republic of Mordovia ,2004,871.8,36884.0,65.5,118.92000000000002,5.9,38334.9,10097.917575160409,158416
Republic of Mordovia ,2005,864.7,47246.0,58.6,113.76,6.6,44267.0,15123.0,183836
Republic of Mordovia ,2006,857.9,57665.7,63.7,112.47999999999999,4.6,57974.2,19597.01358159802,204886
Republic of Mordovia ,2007,851.7,79170.0,67.6,116.86,3.5,77048.8,27414.206355701455,261867.0
Republic of Mordovia ,2008,845.0,87711.0,116.4,109.36,2.7,94058.3,39254.0,335090.0
Republic of Mordovia ,2009,839.2,72843.0,137.1,99.14,5.2,90862.4,31968.0,341899.0
Republic of Mordovia ,2010,833.3,95094.0,136.6,116.69999999999999,5.4,105343.8,40778.0,353809.0
Republic of Mordovia ,2011,825.4,99347.0,128.6,105.94,5.2,119955.2,48673.0,390900.0
Republic of Mordovia ,2012,818.6,111698.0,211.1,102.75999999999999,4.9,134315.6,49825.0,406047.0
Republic of Mordovia ,2013,812.1,116932.0,149.8,104.02000000000001,4.4,148705.7,53714.0,433918.0
Republic of Mordovia ,2014,808.9,130145,228.4,107.75999999999999,4.2,173872.7,47485,477197
Republic of Mordovia ,2015,807.4,144373,121.0,109.78,4.2,180352.3,52751,528791
Republic of Mordovia ,2016,808.5,150340.0,158.39999999999998,104.58,4.2,223297.80000000002,52629.216,599727
Republic of Mordovia ,2017,805.0,182349.0,215.8370516,98.52,4.2,236090.8,58535.192,628911
Republic of Mordovia ,2018,795.5,209845.0,287.1,108.32,4.2,245675.6,52309.46,667344
Republic of Mordovia ,2019,790.2,223878.0,269.9,100.56,4.2,262760.6,53072.645,1068465
Republic of Mordovia ,2020,779.0,259107.0,251.1,107.25999999999999,5.3,268963.1,44674.901,1117572
Republic of Mordovia ,2021,770.7,311154.0,375.8,113.32000000000001,4.2,272828.956666667,49690.169,1178599
Republic of Tatarstan ,2000,3786.8,191300.0,2990.2000000000003,130.5,8.4,186154.4,44716.0,503844
Republic of Tatarstan ,2001,3781.9,215251.0,2826.7999999999997,100.54,6.3,213740,56384.94899999999,564012
Republic of Tatarstan ,2002,3777.7,235855.0,3212.2,118.86,5.3,250596,56709.3267958583,681153
Republic of Tatarstan ,2003,3773.1,281847.0,3676.5,110.9,6.6,305086.1,70301.56244251493,854943
Republic of Tatarstan ,2004,3768.2,369810.0,5243.5,124.34,7.4,391116,99552.23354204431,929381
Republic of Tatarstan ,2005,3761.6,499834.0,8962.2,116.78,6.7,482759.2,139361.0,1090879
Republic of Tatarstan ,2006,3763.1,612355.0,10611.1,104.76,5.6,605911.5,160605.8318195358,1236737
Republic of Tatarstan ,2007,3766.8,758188.0,12934.9,134.7,5.6,757401.4,214557.87659392846,1586177.0
Republic of Tatarstan ,2008,3773.5,932883.0,17570.7,89.0,4.9,926056.7,273098.0,1802843.0
Republic of Tatarstan ,2009,3784.5,867561.0,11052.800000000001,120.1,8.4,885064.0,277573.0,2132421.0
Republic of Tatarstan ,2010,3787.5,1070325.0,15602.0,110.42,6.2,1001622.8,328944.0,2526863.0
Republic of Tatarstan ,2011,3803.2,1345307.0,19946.9,112.25999999999999,4.7,1305947.0,393569.0,3461464.0
Republic of Tatarstan ,2012,3822.0,1467981.0,22157.899999999998,104.12,4.1,1437001.0,470751.0,3110418.0
Republic of Tatarstan ,2013,3838.2,1549157.0,22321.6,104.92,4.0,1551472.1,525730.0,3342559.0
Republic of Tatarstan ,2014,3855.0,1678592,18105.800000000003,106.28,3.9,1661413.8,542781,3431206
Republic of Tatarstan ,2015,3868.7,1934789,11408.3,112.08,4.0,1867258.7,617128,3921931
Republic of Tatarstan ,2016,3885.2,2009342.0,9316.3,104.2,3.8,2058139.9,636494.114,4256272
Republic of Tatarstan ,2017,3894.3,2298920.0,13106.6907064,107.66,3.5,2264655.8,637611.686,4658900
Republic of Tatarstan ,2018,3898.7,2804597.0,15476.5,104.66,3.3,2622773.9,629731.027,5033940
Republic of Tatarstan ,2019,3902.9,2810717.0,12866.4,100.25999999999999,3.3,2808753.3,640837.132,9066898
Republic of Tatarstan ,2020,3894.1,2780617.0,8825.1,103.47999999999999,3.6,2633912.6,615593.41,9232012
Republic of Tatarstan ,2021,3886.4,4109534.0,12072.9,123.64,2.6,2755545.72285714,683304.811,9783694
Udmurt republic ,2000,1588.0,54804.0,959.6,124.72,9.7,53307.4,9904.0,184560
Udmurt republic ,2001,1578.2,59314.0,658.0,109.41999999999999,7.4,65551.4,13602.830699999999,220659
Udmurt republic ,2002,1568.2,70000.0,692.5999999999999,116.32000000000001,7.9,78346.3,11476.567057813383,254768
Udmurt republic ,2003,1561.1,85030.0,660.4,119.16,6.6,89034.5,13068.449122146352,278761
Udmurt republic ,2004,1554.3,100070.0,261.7,112.39999999999999,8,100833.1,15539.991378034294,315521
Udmurt republic ,2005,1545.8,128460.0,412.7,111.27999999999999,7.8,139995.3,26876.0,368307
Udmurt republic ,2006,1538.6,159950.0,794.5,112.66,8.4,164848.5,34311.98723956728,394881
Udmurt republic ,2007,1533.0,200245.0,337.1,123.67999999999999,8.1,205647.4,44565.0592727452,484365.0
Udmurt republic ,2008,1528.2,226942.0,361.6,90.96000000000001,7.8,243135.5,53536.0,553399.0
Udmurt republic ,2009,1525.1,201934.0,182.7,118.66,8.8,230938.3,40450.0,592068.0
Udmurt republic ,2010,1520.4,238973.0,230.39999999999998,112.34,9.3,274578.1,51148.0,650857.0
Udmurt republic ,2011,1518.1,299914.0,1124.1000000000001,110.48,6.9,335984.0,62311.0,753970.0
Udmurt republic ,2012,1517.7,323521.0,2140.5,106.36,6.0,372782.7,64221.0,817042.0
Udmurt republic ,2013,1517.0,353781.0,1259.6999999999998,107.69999999999999,5.7,405126.4,82678.0,870234.0
Udmurt republic ,2014,1517.5,391518,1310.6000000000001,105.34,5.1,450548.9,91571,974795
Udmurt republic ,2015,1517.2,473842,684.3,108.72,5.0,517999.8,81846,1040617
Udmurt republic ,2016,1516.8,533257.0,511.8,107.96,5.2,570254.8,87128.696,1169614
Udmurt republic ,2017,1513.0,556809.0,327.9221421,103.98,4.8,592037.6,83705.585,1245800
Udmurt republic ,2018,1507.4,680454.0,402.7,109.02000000000001,4.8,679938.9,96978.855,1290551
Udmurt republic ,2019,1501.0,710949.0,619.4,99.22,4.3,722846.0,105780.533,2269461
Udmurt republic ,2020,1493.4,594615.0,497.29999999999995,102.92000000000002,6.3,675952.3,120463.135,2437509
Udmurt republic ,2021,1484.5,780896.0,600.2,120.64,4.5,721718.356666667,117156.297,2687080
Chuvash Republic ,2000,1327.7,19531.0,62.0,129.5,9.1,22995.1,4940.0,122892
Chuvash Republic ,2001,1319.5,26127.0,71.4,115.19999999999999,9.5,30778.5,6224.8663,162316
Chuvash Republic ,2002,1311.7,31240.0,87.4,118.5,9.4,37180.6,8203.1831987913,177315
Chuvash Republic ,2003,1301.6,39664.0,107.0,114.5,8.2,45133.1,10949.041356382619,225632
